run_id,exp_id,model,accuracy,duration,when
490,90,xgb,0.767,97.0,2025-01-01 08:10:00
491,91,rf,0.661,89.4,2025-01-01 08:11:00
492,92,logreg,0.795,128.4,2025-01-01 08:12:00
493,93,logreg,0.672,13.7,2025-01-01 08:13:00
494,94,svm,0.801,131.0,2025-01-01 08:14:00
495,95,rf,0.537,191.6,2025-01-01 08:15:00
496,96,svm,0.751,225.2,2025-01-01 08:16:00
497,97,xgb,0.967,43.7,2025-01-01 08:17:00
498,98,logreg,0.517,21.1,2025-01-01 08:18:00
499,99,svm,0.677,284.9,2025-01-01 08:19:00
500,100,rf,,204.0,2025-01-01 08:20:00
501,101,svm,0.682,229.2,2025-01-01 08:21:00
502,102,xgb,0.759,120.0,2025-01-01 08:22:00
503,103,svm,0.622,34.9,2025-01-01 08:23:00
504,104,xgb,0.745,116.7,2025-01-01 08:24:00
505,105,rf,0.628,78.8,2025-01-01 08:25:00
506,106,logreg,0.605,184.0,2025-01-01 08:26:00
507,107,logreg,0.598,41.6,2025-01-01 08:27:00
508,108,rf,0.722,269.7,2025-01-01 08:28:00
509,109,logreg,0.989,243.3,2025-01-01 08:29:00
510,110,svm,0.827,213.2,2025-01-01 08:30:00
511,111,svm,0.937,255.6,2025-01-01 08:31:00
512,112,xgb,0.889,153.1,2025-01-01 08:32:00
513,113,rf,0.983,237.8,2025-01-01 08:33:00
514,114,xgb,0.887,8.9,2025-01-01 08:34:00
515,115,svm,0.729,294.9,2025-01-01 08:35:00
516,116,xgb,0.8,26.8,2025-01-01 08:36:00
517,117,svm,0.695,215.4,2025-01-01 08:37:00
518,118,logreg,0.758,231.0,2025-01-01 08:38:00
519,119,rf,0.561,95.8,2025-01-01 08:39:00
520,120,rf,0.72,204.4,2025-01-01 08:40:00
521,121,svm,0.563,248.9,2025-01-01 08:41:00
522,122,xgb,0.876,39.6,2025-01-01 08:42:00
523,123,rf,0.907,155.9,2025-01-01 08:43:00
524,124,svm,0.581,97.5,2025-01-01 08:44:00
525,125,xgb,0.67,282.3,2025-01-01 08:45:00
526,126,svm,0.915,75.9,2025-01-01 08:46:00
527,127,svm,0.561,91.5,2025-01-01 08:47:00
528,128,rf,0.746,51.4,2025-01-01 08:48:00
529,129,xgb,0.584,187.7,2025-01-01 08:49:00
530,130,svm,0.913,169.5,2025-01-01 08:50:00
531,131,rf,0.54,284.6,2025-01-01 08:51:00
532,132,svm,0.819,230.3,2025-01-01 08:52:00
533,133,logreg,0.803,10.1,2025-01-01 08:53:00
534,134,svm,0.815,91.3,2025-01-01 08:54:00
535,135,xgb,0.894,205.8,2025-01-01 08:55:00
536,136,svm,0.722,206.9,2025-01-01 08:56:00
537,137,xgb,0.715,145.8,2025-01-01 08:57:00
538,138,xgb,0.667,44.0,2025-01-01 08:58:00
539,139,svm,0.86,258.4,2025-01-01 08:59:00
540,140,logreg,0.564,111.8,2025-01-01 09:00:00
541,141,rf,0.656,140.5,2025-01-01 09:01:00
542,142,svm,0.72,43.1,2025-01-01 09:02:00
543,143,rf,0.642,115.9,2025-01-01 09:03:00
544,144,logreg,0.622,259.7,2025-01-01 09:04:00
545,145,xgb,0.899,280.2,2025-01-01 09:05:00
546,146,svm,0.593,48.6,2025-01-01 09:06:00
547,147,logreg,0.744,93.3,2025-01-01 09:07:00
548,148,rf,0.544,118.6,2025-01-01 09:08:00
549,149,logreg,0.974,65.3,2025-01-01 09:09:00
550,150,svm,0.524,85.1,2025-01-01 09:10:00
551,151,logreg,0.64,3.4,2025-01-01 09:11:00
552,152,rf,0.711,264.9,2025-01-01 09:12:00
553,153,svm,0.874,110.4,2025-01-01 09:13:00
554,154,logreg,0.525,169.0,2025-01-01 09:14:00
555,155,svm,0.771,23.0,2025-01-01 09:15:00
556,156,logreg,0.875,84.6,2025-01-01 09:16:00
557,157,rf,0.563,29.9,2025-01-01 09:17:00
558,158,svm,0.889,102.4,2025-01-01 09:18:00
559,159,svm,0.87,60.5,2025-01-01 09:19:00
560,160,logreg,0.745,14.5,2025-01-01 09:20:00
561,161,xgb,0.85,241.4,2025-01-01 09:21:00
562,162,logreg,0.573,268.0,2025-01-01 09:22:00
563,163,xgb,0.661,184.3,2025-01-01 09:23:00
564,164,xgb,0.693,185.3,2025-01-01 09:24:00
565,165,svm,0.791,152.7,2025-01-01 09:25:00
566,166,logreg,0.847,90.6,2025-01-01 09:26:00
567,167,rf,0.68,202.5,2025-01-01 09:27:00
568,168,logreg,0.786,239.2,2025-01-01 09:28:00
569,169,rf,0.792,80.4,2025-01-01 09:29:00
570,170,xgb,0.853,175.5,2025-01-01 09:30:00
571,171,xgb,0.757,216.6,2025-01-01 09:31:00
572,172,logreg,0.572,204.5,2025-01-01 09:32:00
573,173,rf,0.781,210.5,2025-01-01 09:33:00
574,174,xgb,0.509,94.8,2025-01-01 09:34:00
575,175,xgb,0.702,62.0,2025-01-01 09:35:00
576,176,logreg,0.928,221.0,2025-01-01 09:36:00
577,177,rf,0.846,156.1,2025-01-01 09:37:00
578,178,svm,0.989,144.0,2025-01-01 09:38:00
579,179,logreg,0.654,52.8,2025-01-01 09:39:00
580,180,svm,0.768,203.1,2025-01-01 09:40:00
581,181,svm,0.799,58.5,2025-01-01 09:41:00
582,182,xgb,0.637,90.3,2025-01-01 09:42:00
583,183,svm,0.878,211.8,2025-01-01 09:43:00
584,184,logreg,0.655,105.3,2025-01-01 09:44:00
585,185,svm,0.641,172.5,2025-01-01 09:45:00
586,186,logreg,0.939,119.0,2025-01-01 09:46:00
587,187,svm,0.968,241.6,2025-01-01 09:47:00
588,188,svm,0.521,286.6,2025-01-01 09:48:00
589,189,rf,0.67,133.3,2025-01-01 09:49:00
590,190,svm,0.866,65.0,2025-01-01 09:50:00
591,191,svm,0.957,209.2,2025-01-01 09:51:00
592,192,xgb,0.554,222.5,2025-01-01 09:52:00
593,193,xgb,0.619,201.3,2025-01-01 09:53:00
594,194,xgb,0.813,16.7,2025-01-01 09:54:00
595,195,logreg,0.662,142.2,2025-01-01 09:55:00
596,196,xgb,0.503,165.6,2025-01-01 09:56:00
597,197,xgb,0.699,280.6,2025-01-01 09:57:00
598,198,logreg,0.734,60.6,2025-01-01 09:58:00
599,199,svm,0.657,194.1,2025-01-01 09:59:00
600,0,rf,0.82,70.4,2025-01-01 10:00:00
601,1,rf,0.947,53.3,2025-01-01 10:01:00
602,2,xgb,0.958,11.9,2025-01-01 10:02:00
603,3,logreg,0.886,56.7,2025-01-01 10:03:00
604,4,svm,0.93,3.8,2025-01-01 10:04:00
605,5,rf,0.955,101.2,2025-01-01 10:05:00
606,6,logreg,0.985,163.4,2025-01-01 10:06:00
607,7,logreg,0.936,41.1,2025-01-01 10:07:00
608,8,logreg,0.634,242.8,2025-01-01 10:08:00
609,9,svm,0.58,138.2,2025-01-01 10:09:00
610,10,svm,0.852,5.2,2025-01-01 10:10:00
611,11,svm,0.887,170.8,2025-01-01 10:11:00
612,12,xgb,0.586,257.0,2025-01-01 10:12:00
613,13,logreg,0.905,155.1,2025-01-01 10:13:00
614,14,rf,0.696,29.5,2025-01-01 10:14:00
615,15,xgb,0.734,280.8,2025-01-01 10:15:00
616,16,rf,0.628,71.4,2025-01-01 10:16:00
617,17,svm,0.967,91.3,2025-01-01 10:17:00
618,18,rf,0.628,108.5,2025-01-01 10:18:00
619,19,xgb,0.53,36.3,2025-01-01 10:19:00
620,20,svm,0.578,206.1,2025-01-01 10:20:00
621,21,svm,0.838,192.0,2025-01-01 10:21:00
622,22,svm,0.68,67.0,2025-01-01 10:22:00
623,23,xgb,0.734,137.0,2025-01-01 10:23:00
624,24,svm,0.704,165.2,2025-01-01 10:24:00
625,25,logreg,0.871,240.8,2025-01-01 10:25:00
626,26,xgb,0.873,204.4,2025-01-01 10:26:00
627,27,rf,0.757,158.9,2025-01-01 10:27:00
628,28,svm,0.538,169.7,2025-01-01 10:28:00
629,29,rf,0.906,271.0,2025-01-01 10:29:00
630,30,xgb,0.781,45.8,2025-01-01 10:30:00
631,31,svm,0.919,133.1,2025-01-01 10:31:00
632,32,xgb,0.851,147.2,2025-01-01 10:32:00
633,33,logreg,0.896,136.6,2025-01-01 10:33:00
634,34,logreg,0.724,18.3,2025-01-01 10:34:00
635,35,logreg,0.83,93.1,2025-01-01 10:35:00
636,36,rf,0.694,245.1,2025-01-01 10:36:00
637,37,xgb,0.783,14.5,2025-01-01 10:37:00
638,38,svm,0.843,162.8,2025-01-01 10:38:00
639,39,rf,0.958,21.6,2025-01-01 10:39:00
640,40,logreg,0.516,123.3,2025-01-01 10:40:00
641,41,xgb,0.875,293.5,2025-01-01 10:41:00
642,42,logreg,0.683,267.5,2025-01-01 10:42:00
643,43,logreg,0.926,272.1,2025-01-01 10:43:00
644,44,logreg,0.539,289.3,2025-01-01 10:44:00
645,45,xgb,0.82,105.0,2025-01-01 10:45:00
646,46,xgb,0.986,118.5,2025-01-01 10:46:00
647,47,xgb,0.857,67.6,2025-01-01 10:47:00
648,48,rf,0.871,293.6,2025-01-01 10:48:00
649,49,logreg,0.83,163.8,2025-01-01 10:49:00
650,50,logreg,0.903,75.0,2025-01-01 10:50:00
651,51,svm,0.576,57.4,2025-01-01 10:51:00
652,52,rf,0.516,198.4,2025-01-01 10:52:00
653,53,rf,0.618,21.1,2025-01-01 10:53:00
654,54,rf,0.719,201.9,2025-01-01 10:54:00
655,55,rf,0.62,14.2,2025-01-01 10:55:00
656,56,logreg,0.615,66.0,2025-01-01 10:56:00
657,57,rf,0.569,298.1,2025-01-01 10:57:00
658,58,xgb,0.9,219.7,2025-01-01 10:58:00
659,59,svm,0.783,232.0,2025-01-01 10:59:00
660,60,svm,0.616,263.0,2025-01-01 11:00:00
661,61,xgb,0.703,83.3,2025-01-01 11:01:00
662,62,xgb,0.807,128.7,2025-01-01 11:02:00
663,63,logreg,0.523,104.0,2025-01-01 11:03:00
664,64,logreg,0.885,96.3,2025-01-01 11:04:00
665,65,logreg,0.7,90.7,2025-01-01 11:05:00
666,66,xgb,0.87,142.6,2025-01-01 11:06:00
667,67,xgb,0.647,212.6,2025-01-01 11:07:00
668,68,logreg,0.948,169.2,2025-01-01 11:08:00
669,69,logreg,0.773,41.1,2025-01-01 11:09:00
670,70,xgb,0.625,99.7,2025-01-01 11:10:00
671,71,rf,0.952,254.3,2025-01-01 11:11:00
672,72,rf,0.762,249.0,2025-01-01 11:12:00
673,73,rf,0.632,202.4,2025-01-01 11:13:00
674,74,rf,0.928,57.3,2025-01-01 11:14:00
675,75,xgb,0.735,261.0,2025-01-01 11:15:00
676,76,svm,0.649,272.8,2025-01-01 11:16:00
677,77,xgb,0.959,288.7,2025-01-01 11:17:00
678,78,rf,0.866,226.5,2025-01-01 11:18:00
679,79,xgb,0.841,211.4,2025-01-01 11:19:00
680,80,logreg,0.948,166.1,2025-01-01 11:20:00
681,81,svm,0.687,160.6,2025-01-01 11:21:00
682,82,svm,0.651,108.5,2025-01-01 11:22:00
683,83,logreg,0.728,241.0,2025-01-01 11:23:00
684,84,logreg,0.873,96.7,2025-01-01 11:24:00
685,85,xgb,0.682,124.8,2025-01-01 11:25:00
686,86,xgb,0.863,5.8,2025-01-01 11:26:00
687,87,logreg,0.645,59.7,2025-01-01 11:27:00
688,88,xgb,0.686,250.2,2025-01-01 11:28:00
689,89,logreg,0.77,283.1,2025-01-01 11:29:00
690,90,svm,0.626,246.7,2025-01-01 11:30:00
691,91,logreg,0.726,220.1,2025-01-01 11:31:00
692,92,svm,0.583,216.4,2025-01-01 11:32:00
693,93,logreg,0.59,266.9,2025-01-01 11:33:00
694,94,rf,0.757,251.9,2025-01-01 11:34:00
695,95,rf,0.963,200.8,2025-01-01 11:35:00
696,96,rf,0.702,252.9,2025-01-01 11:36:00
697,97,xgb,0.533,46.2,2025-01-01 11:37:00
698,98,xgb,0.748,112.6,2025-01-01 11:38:00
699,99,logreg,0.823,5.7,2025-01-01 11:39:00
700,100,logreg,0.506,159.3,2025-01-01 11:40:00
701,101,svm,0.763,86.7,2025-01-01 11:41:00
702,102,logreg,0.895,273.0,2025-01-01 11:42:00
703,103,rf,0.95,157.8,2025-01-01 11:43:00
704,104,xgb,0.594,158.4,2025-01-01 11:44:00
705,105,svm,0.631,119.7,2025-01-01 11:45:00
706,106,svm,0.97,138.2,2025-01-01 11:46:00
707,107,xgb,0.985,68.5,2025-01-01 11:47:00
708,108,rf,0.82,257.6,2025-01-01 11:48:00
709,109,rf,0.546,114.4,2025-01-01 11:49:00
710,110,logreg,0.527,3.8,2025-01-01 11:50:00
711,111,xgb,0.541,253.8,2025-01-01 11:51:00
712,112,svm,0.777,257.5,2025-01-01 11:52:00
713,113,rf,0.938,275.8,2025-01-01 11:53:00
714,114,xgb,0.604,260.6,2025-01-01 11:54:00
715,115,logreg,0.633,277.3,2025-01-01 11:55:00
716,116,svm,0.941,169.5,2025-01-01 11:56:00
717,117,rf,0.588,255.3,2025-01-01 11:57:00
718,118,rf,0.971,176.5,2025-01-01 11:58:00
719,119,logreg,0.955,90.5,2025-01-01 11:59:00
720,120,xgb,0.778,255.0,2025-01-01 12:00:00
721,121,svm,0.688,222.2,2025-01-01 12:01:00
722,122,rf,0.745,292.3,2025-01-01 12:02:00
723,123,rf,0.548,70.4,2025-01-01 12:03:00
724,124,rf,0.667,230.9,2025-01-01 12:04:00
725,125,logreg,0.975,98.6,2025-01-01 12:05:00
726,126,svm,0.884,135.7,2025-01-01 12:06:00
727,127,xgb,0.674,282.4,2025-01-01 12:07:00
728,128,logreg,0.591,176.2,2025-01-01 12:08:00
729,129,logreg,0.542,186.0,2025-01-01 12:09:00
730,130,xgb,0.849,25.5,2025-01-01 12:10:00
731,131,xgb,0.686,235.4,2025-01-01 12:11:00
732,132,xgb,0.862,95.7,2025-01-01 12:12:00
733,133,rf,0.545,282.9,2025-01-01 12:13:00
734,134,logreg,0.676,81.7,2025-01-01 12:14:00
735,135,xgb,0.543,129.9,2025-01-01 12:15:00
736,136,logreg,0.551,27.8,2025-01-01 12:16:00
737,137,rf,0.792,235.5,2025-01-01 12:17:00
738,138,logreg,0.506,124.7,2025-01-01 12:18:00
739,139,rf,0.855,168.3,2025-01-01 12:19:00
740,140,xgb,0.78,51.7,2025-01-01 12:20:00
741,141,logreg,0.583,81.4,2025-01-01 12:21:00
742,142,svm,0.742,19.9,2025-01-01 12:22:00
743,143,logreg,0.635,90.6,2025-01-01 12:23:00
744,144,rf,0.677,283.3,2025-01-01 12:24:00
745,145,logreg,0.791,59.5,2025-01-01 12:25:00
746,146,rf,0.566,3.0,2025-01-01 12:26:00
747,147,logreg,0.663,186.4,2025-01-01 12:27:00
748,148,svm,0.716,129.8,2025-01-01 12:28:00
749,149,xgb,0.647,181.4,2025-01-01 12:29:00
750,150,xgb,0.735,54.1,2025-01-01 12:30:00
751,151,logreg,0.975,88.1,2025-01-01 12:31:00
752,152,logreg,0.974,234.8,2025-01-01 12:32:00
753,153,svm,0.684,245.1,2025-01-01 12:33:00
754,154,logreg,0.679,279.7,2025-01-01 12:34:00
755,155,xgb,0.79,164.1,2025-01-01 12:35:00
756,156,rf,0.967,139.0,2025-01-01 12:36:00
757,157,xgb,0.715,88.1,2025-01-01 12:37:00
758,158,rf,0.901,238.9,2025-01-01 12:38:00
759,159,logreg,0.83,42.6,2025-01-01 12:39:00
760,160,svm,0.619,197.9,2025-01-01 12:40:00
761,161,logreg,0.887,23.1,2025-01-01 12:41:00
762,162,logreg,0.785,160.8,2025-01-01 12:42:00
763,163,logreg,0.766,237.4,2025-01-01 12:43:00
764,164,svm,0.844,243.9,2025-01-01 12:44:00
765,165,rf,0.554,75.2,2025-01-01 12:45:00
766,166,svm,0.582,184.2,2025-01-01 12:46:00
767,167,logreg,0.974,100.1,2025-01-01 12:47:00
768,168,logreg,0.552,30.5,2025-01-01 12:48:00
769,169,xgb,0.75,156.1,2025-01-01 12:49:00
770,170,xgb,0.718,117.9,2025-01-01 12:50:00
771,171,xgb,0.669,8.3,2025-01-01 12:51:00
772,172,rf,0.645,276.2,2025-01-01 12:52:00
773,173,rf,0.557,282.3,2025-01-01 12:53:00
774,174,xgb,0.671,103.6,2025-01-01 12:54:00
775,175,xgb,0.755,105.1,2025-01-01 12:55:00
776,176,rf,0.715,209.3,2025-01-01 12:56:00
777,177,svm,0.533,14.4,2025-01-01 12:57:00
778,178,rf,0.511,103.6,2025-01-01 12:58:00
779,179,rf,0.832,50.1,2025-01-01 12:59:00
780,180,xgb,0.753,166.0,2025-01-01 13:00:00
781,181,svm,0.774,287.6,2025-01-01 13:01:00
782,182,xgb,0.891,189.3,2025-01-01 13:02:00
783,183,xgb,0.814,130.2,2025-01-01 13:03:00
784,184,rf,0.861,265.0,2025-01-01 13:04:00
785,185,logreg,0.79,117.3,2025-01-01 13:05:00
786,186,xgb,0.601,225.9,2025-01-01 13:06:00
787,187,rf,0.783,240.1,2025-01-01 13:07:00
788,188,xgb,0.679,59.9,2025-01-01 13:08:00
789,189,rf,0.629,258.9,2025-01-01 13:09:00
790,190,svm,0.793,183.8,2025-01-01 13:10:00
791,191,rf,0.67,253.8,2025-01-01 13:11:00
792,192,xgb,0.899,212.1,2025-01-01 13:12:00
793,193,svm,0.95,177.5,2025-01-01 13:13:00
794,194,xgb,0.653,72.3,2025-01-01 13:14:00
795,195,rf,0.59,208.3,2025-01-01 13:15:00
796,196,logreg,0.705,42.2,2025-01-01 13:16:00
797,197,logreg,0.707,146.5,2025-01-01 13:17:00
798,198,xgb,0.772,147.4,2025-01-01 13:18:00
799,199,xgb,0.592,252.8,2025-01-01 13:19:00
800,0,rf,0.924,285.6,2025-01-01 13:20:00
801,1,logreg,0.567,244.7,2025-01-01 13:21:00
802,2,logreg,0.7,148.0,2025-01-01 13:22:00
803,3,logreg,0.739,25.7,2025-01-01 13:23:00
804,4,rf,0.89,66.9,2025-01-01 13:24:00
805,5,rf,0.635,161.7,2025-01-01 13:25:00
806,6,xgb,0.883,170.1,2025-01-01 13:26:00
807,7,logreg,0.769,34.9,2025-01-01 13:27:00
808,8,rf,0.631,163.4,2025-01-01 13:28:00
809,9,svm,0.766,227.3,2025-01-01 13:29:00
810,10,logreg,0.768,296.9,2025-01-01 13:30:00
811,11,rf,0.861,196.4,2025-01-01 13:31:00
812,12,xgb,0.646,299.8,2025-01-01 13:32:00
813,13,logreg,0.629,258.8,2025-01-01 13:33:00
814,14,rf,0.715,298.2,2025-01-01 13:34:00
815,15,xgb,0.603,221.5,2025-01-01 13:35:00
816,16,svm,0.922,183.5,2025-01-01 13:36:00
817,17,logreg,0.581,42.6,2025-01-01 13:37:00
818,18,xgb,0.899,241.8,2025-01-01 13:38:00
819,19,svm,0.761,179.5,2025-01-01 13:39:00
820,20,xgb,0.659,211.5,2025-01-01 13:40:00
821,21,svm,0.781,285.8,2025-01-01 13:41:00
822,22,rf,0.566,225.3,2025-01-01 13:42:00
823,23,logreg,0.95,297.8,2025-01-01 13:43:00
824,24,xgb,0.844,40.7,2025-01-01 13:44:00
825,25,xgb,0.849,248.7,2025-01-01 13:45:00
826,26,logreg,0.74,173.7,2025-01-01 13:46:00
827,27,svm,0.808,113.2,2025-01-01 13:47:00
828,28,rf,0.81,264.2,2025-01-01 13:48:00
829,29,rf,0.697,225.2,2025-01-01 13:49:00
830,30,svm,0.723,146.9,2025-01-01 13:50:00
831,31,rf,0.926,254.3,2025-01-01 13:51:00
832,32,rf,0.858,138.1,2025-01-01 13:52:00
833,33,svm,0.917,238.9,2025-01-01 13:53:00
834,34,logreg,0.607,129.5,2025-01-01 13:54:00
835,35,xgb,0.742,97.5,2025-01-01 13:55:00
836,36,svm,0.666,173.8,2025-01-01 13:56:00
837,37,logreg,0.886,268.4,2025-01-01 13:57:00
838,38,rf,0.523,188.2,2025-01-01 13:58:00
839,39,logreg,0.508,278.9,2025-01-01 13:59:00
840,40,xgb,0.716,1.2,2025-01-01 14:00:00
841,41,logreg,0.599,206.9,2025-01-01 14:01:00
842,42,xgb,0.932,91.3,2025-01-01 14:02:00
843,43,svm,0.546,108.8,2025-01-01 14:03:00
844,44,rf,0.682,271.2,2025-01-01 14:04:00
845,45,xgb,0.525,188.1,2025-01-01 14:05:00
846,46,xgb,0.71,28.3,2025-01-01 14:06:00
847,47,rf,0.501,143.6,2025-01-01 14:07:00
848,48,xgb,0.791,156.3,2025-01-01 14:08:00
849,49,logreg,0.505,209.0,2025-01-01 14:09:00
850,50,rf,0.984,127.3,2025-01-01 14:10:00
851,51,xgb,0.734,69.5,2025-01-01 14:11:00
852,52,rf,0.858,31.6,2025-01-01 14:12:00
853,53,svm,0.68,90.5,2025-01-01 14:13:00
854,54,logreg,0.879,226.2,2025-01-01 14:14:00
855,55,xgb,0.814,203.5,2025-01-01 14:15:00
856,56,rf,0.76,3.5,2025-01-01 14:16:00
857,57,xgb,0.716,217.0,2025-01-01 14:17:00
858,58,xgb,0.951,185.2,2025-01-01 14:18:00
859,59,logreg,0.921,26.9,2025-01-01 14:19:00
860,60,rf,0.569,37.8,2025-01-01 14:20:00
861,61,logreg,0.672,129.4,2025-01-01 14:21:00
862,62,xgb,0.621,193.7,2025-01-01 14:22:00
863,63,xgb,0.771,180.4,2025-01-01 14:23:00
864,64,svm,0.882,207.5,2025-01-01 14:24:00
865,65,svm,0.601,182.5,2025-01-01 14:25:00
866,66,xgb,0.866,89.4,2025-01-01 14:26:00
867,67,rf,0.884,238.3,2025-01-01 14:27:00
868,68,xgb,0.742,34.7,2025-01-01 14:28:00
869,69,logreg,0.813,22.2,2025-01-01 14:29:00
870,70,rf,0.984,280.2,2025-01-01 14:30:00
871,71,xgb,0.69,251.9,2025-01-01 14:31:00
872,72,logreg,0.679,205.2,2025-01-01 14:32:00
873,73,logreg,0.968,231.3,2025-01-01 14:33:00
874,74,rf,0.788,5.1,2025-01-01 14:34:00
875,75,xgb,0.52,19.1,2025-01-01 14:35:00
876,76,logreg,0.748,188.9,2025-01-01 14:36:00
877,77,logreg,0.708,121.3,2025-01-01 14:37:00
878,78,xgb,0.636,93.7,2025-01-01 14:38:00
879,79,xgb,0.977,47.5,2025-01-01 14:39:00
880,80,svm,0.691,190.7,2025-01-01 14:40:00
881,81,rf,0.652,131.8,2025-01-01 14:41:00
882,82,xgb,0.528,26.8,2025-01-01 14:42:00
883,83,logreg,0.557,184.1,2025-01-01 14:43:00
884,84,rf,0.652,222.8,2025-01-01 14:44:00
885,85,xgb,0.559,212.7,2025-01-01 14:45:00
886,86,rf,0.58,286.0,2025-01-01 14:46:00
887,87,svm,0.582,39.0,2025-01-01 14:47:00
888,88,svm,0.859,36.3,2025-01-01 14:48:00
889,89,rf,0.664,129.4,2025-01-01 14:49:00
890,90,rf,0.629,292.5,2025-01-01 14:50:00
891,91,rf,0.743,153.7,2025-01-01 14:51:00
892,92,rf,0.745,170.5,2025-01-01 14:52:00
893,93,svm,0.577,232.2,2025-01-01 14:53:00
894,94,rf,0.612,153.1,2025-01-01 14:54:00
895,95,rf,0.921,4.7,2025-01-01 14:55:00
896,96,rf,0.731,115.5,2025-01-01 14:56:00
897,97,xgb,0.588,288.1,2025-01-01 14:57:00
898,98,rf,0.771,274.3,2025-01-01 14:58:00
899,99,logreg,0.61,75.2,2025-01-01 14:59:00
900,100,svm,0.633,24.3,2025-01-01 15:00:00
901,101,svm,0.559,202.3,2025-01-01 15:01:00
902,102,rf,0.588,241.5,2025-01-01 15:02:00
903,103,rf,0.967,21.6,2025-01-01 15:03:00
904,104,logreg,0.924,232.3,2025-01-01 15:04:00
905,105,svm,0.66,166.4,2025-01-01 15:05:00
906,106,rf,0.681,88.2,2025-01-01 15:06:00
907,107,svm,0.862,73.5,2025-01-01 15:07:00
908,108,svm,0.79,148.5,2025-01-01 15:08:00
909,109,xgb,0.859,164.4,2025-01-01 15:09:00
910,110,xgb,0.574,279.8,2025-01-01 15:10:00
911,111,rf,0.614,104.6,2025-01-01 15:11:00
912,112,rf,0.966,1.4,2025-01-01 15:12:00
913,113,logreg,0.916,218.4,2025-01-01 15:13:00
914,114,rf,0.601,295.0,2025-01-01 15:14:00
915,115,logreg,0.741,18.9,2025-01-01 15:15:00
916,116,xgb,0.849,28.8,2025-01-01 15:16:00
917,117,xgb,0.94,156.4,2025-01-01 15:17:00
918,118,svm,0.725,224.6,2025-01-01 15:18:00
919,119,rf,0.748,191.5,2025-01-01 15:19:00
920,120,logreg,0.537,170.8,2025-01-01 15:20:00
921,121,logreg,0.825,40.1,2025-01-01 15:21:00
922,122,svm,0.628,95.2,2025-01-01 15:22:00
923,123,logreg,0.843,220.9,2025-01-01 15:23:00
924,124,svm,0.722,70.8,2025-01-01 15:24:00
925,125,xgb,0.567,231.3,2025-01-01 15:25:00
926,126,rf,0.576,50.1,2025-01-01 15:26:00
927,127,logreg,0.654,37.1,2025-01-01 15:27:00
928,128,svm,0.973,63.1,2025-01-01 15:28:00
929,129,svm,0.727,255.9,2025-01-01 15:29:00
930,130,rf,0.577,206.1,2025-01-01 15:30:00
931,131,rf,0.605,257.1,2025-01-01 15:31:00
932,132,xgb,0.545,75.2,2025-01-01 15:32:00
933,133,svm,0.694,15.6,2025-01-01 15:33:00
934,134,svm,0.627,297.2,2025-01-01 15:34:00
935,135,rf,0.967,256.5,2025-01-01 15:35:00
936,136,xgb,0.546,31.5,2025-01-01 15:36:00
937,137,xgb,0.56,19.4,2025-01-01 15:37:00
938,138,xgb,0.564,247.3,2025-01-01 15:38:00
939,139,svm,0.836,281.3,2025-01-01 15:39:00
940,140,rf,0.785,78.4,2025-01-01 15:40:00
941,141,rf,0.511,20.3,2025-01-01 15:41:00
942,142,logreg,0.897,28.5,2025-01-01 15:42:00
943,143,svm,0.56,282.7,2025-01-01 15:43:00
944,144,rf,0.582,172.6,2025-01-01 15:44:00
945,145,logreg,0.743,115.4,2025-01-01 15:45:00
946,146,logreg,0.585,65.2,2025-01-01 15:46:00
947,147,xgb,0.635,134.4,2025-01-01 15:47:00
948,148,xgb,0.517,186.1,2025-01-01 15:48:00
949,149,xgb,0.817,150.2,2025-01-01 15:49:00
950,150,logreg,0.53,84.7,2025-01-01 15:50:00
951,151,xgb,0.705,193.2,2025-01-01 15:51:00
952,152,xgb,0.809,240.8,2025-01-01 15:52:00
953,153,rf,0.985,234.8,2025-01-01 15:53:00
954,154,svm,0.735,234.6,2025-01-01 15:54:00
955,155,svm,0.947,151.2,2025-01-01 15:55:00
956,156,logreg,0.633,8.8,2025-01-01 15:56:00
957,157,xgb,0.514,243.4,2025-01-01 15:57:00
958,158,svm,0.529,297.5,2025-01-01 15:58:00
959,159,svm,0.876,299.9,2025-01-01 15:59:00
960,160,xgb,0.549,197.4,2025-01-01 16:00:00
961,161,svm,0.762,237.6,2025-01-01 16:01:00
962,162,rf,0.874,284.4,2025-01-01 16:02:00
963,163,logreg,0.674,251.9,2025-01-01 16:03:00
964,164,xgb,0.586,178.2,2025-01-01 16:04:00
965,165,svm,0.948,9.4,2025-01-01 16:05:00
966,166,svm,0.964,169.5,2025-01-01 16:06:00
967,167,xgb,0.91,243.3,2025-01-01 16:07:00
968,168,logreg,0.766,53.5,2025-01-01 16:08:00
969,169,rf,0.544,70.6,2025-01-01 16:09:00
970,170,xgb,0.51,143.9,2025-01-01 16:10:00
971,171,svm,0.95,61.2,2025-01-01 16:11:00
972,172,xgb,0.667,54.1,2025-01-01 16:12:00
973,173,svm,0.529,45.2,2025-01-01 16:13:00
974,174,xgb,0.879,254.1,2025-01-01 16:14:00
975,175,svm,0.971,112.7,2025-01-01 16:15:00
976,176,logreg,0.787,101.6,2025-01-01 16:16:00
977,177,svm,0.567,48.1,2025-01-01 16:17:00
978,178,logreg,0.888,288.2,2025-01-01 16:18:00
979,179,svm,0.585,290.7,2025-01-01 16:19:00
